"corpus";"soneto_n";"año";"incipit";"verso_n";"texto";"patron_binario";"sil_metricas";"sinalefas";"estrofa";"fuente_xml"
"segura_A";"101";"1594";"";"5";"Fue mi resurrección la maravilla";"10000100010";"11";"0";"cuarteto";"OBVIL_auto"
"segura_A";"101";"1594";"";"6";"que de Lázaro fue la vuelta al mundo;";"00100101010";"11";"1";"cuarteto";"OBVIL_auto"
"segura_A";"101";"1594";"";"7";"de suerte que ya soy otro segundo";"01000110010";"11";"0";"cuarteto";"OBVIL_auto"
"segura_A";"101";"1594";"";"8";"Lazarillo de Tormes en Castilla.";"00100100010";"11";"0";"cuarteto";"OBVIL_auto"
"segura_A";"101";"1594";"";"9";"Entré a servir a un ciego, que me envía,";"01010100010";"11";"3";"terceto";"OBVIL_auto"
"segura_A";"101";"1594";"";"10";"sin alma vivo, y en un dulce fuego,";"01010001010";"11";"1";"terceto";"OBVIL_auto"
"segura_A";"101";"1594";"";"11";"que ceniza hará la vida mía.";"0010101010";"10";"1";"terceto";"OBVIL_auto"
"segura_A";"101";"1594";"";"12";"¡Oh qué dichoso que sería yo luego,";"110100010110";"12";"0";"terceto";"OBVIL_auto"
"segura_A";"101";"1594";"";"13";"si a Lazarillo lo imitase un día";"00010001010";"11";"3";"terceto";"OBVIL_auto"
"segura_A";"101";"1594";"";"14";"en la venganza que tomó del ciego!";"00010001010";"11";"0";"terceto";"OBVIL_auto"
"segura_A";"104";"1595";"Herido el blanco pie del hierro breve,";"1";"Herido el blanco pie del hierro breve,";"01010101010";"11";"1";"cuarteto";"OBVIL_auto"
"segura_A";"104";"1595";"";"2";"saludable si agudo, amiga mía,";"00100101010";"11";"2";"cuarteto";"OBVIL_auto"
"segura_A";"104";"1595";"";"3";"mi rostro tiñes de melancolía,";"01010000010";"11";"0";"cuarteto";"OBVIL_auto"
"segura_A";"104";"1595";"";"4";"mientras de rosicler tiñes la nieve.";"10000110010";"11";"0";"cuarteto";"OBVIL_auto"
"segura_A";"104";"1595";"";"5";"Temo, que quien bien ama temer debe,";"10010100110";"11";"0";"cuarteto";"OBVIL_auto"
"segura_A";"104";"1595";"";"6";"el triste fin de la que perdió el día";"01010000110";"11";"1";"cuarteto";"OBVIL_auto"
"segura_A";"104";"1595";"";"7";"en roja sangre y en ponzoña fría";"01010001010";"11";"1";"cuarteto";"OBVIL_auto"
"segura_A";"104";"1595";"";"8";"bañado el pie que descuidado mueve.";"01010001010";"11";"1";"cuarteto";"OBVIL_auto"
"segura_A";"104";"1595";"";"9";"Temo aquel fin, porque el remedio para,";"10111001010";"11";"2";"terceto";"OBVIL_auto"
"segura_A";"104";"1595";"";"10";"si no me presta el sonoroso Orfeo";"00010001010";"11";"2";"terceto";"OBVIL_auto"
"segura_A";"104";"1595";"";"11";"con su instrumento dulce su voz clara.";"00010100110";"11";"1";"terceto";"OBVIL_auto"
"segura_A";"104";"1595";"";"12";"Mas ¡ay! que, cuando no mi lira, creo";"01010001010";"11";"0";"terceto";"OBVIL_auto"
"segura_A";"104";"1595";"";"13";"que mil veces mi voz te revocara";"01100100010";"11";"0";"terceto";"OBVIL_auto"
"segura_A";"104";"1595";"";"14";"y otras mil te perdiera mi deseo.";"10100100010";"11";"1";"terceto";"OBVIL_auto"
"segura_A";"108";"1596";"Cuantas al Duero le he negado ausente,";"1";"Cuantas al Duero le he negado ausente,";"10010101010";"11";"2";"cuarteto";"OBVIL_auto"
"segura_A";"108";"1596";"";"2";"tantas al Betis lágrimas le fío,";"10010100010";"11";"0";"cuarteto";"OBVIL_auto"
"segura_A";"108";"1596";"";"3";"y, de centellas coronado, el río";"00010001010";"11";"1";"cuarteto";"OBVIL_auto"
"segura_A";"108";"1596";"";"4";"fuego tributa al mar, de urna ya ardiente.";"10010110010";"11";"3";"cuarteto";"OBVIL_auto"
"segura_A";"108";"1596";"";"5";"Volcán desta agua y destas llamas fuente";"01110101010";"11";"2";"cuarteto";"OBVIL_auto"
"segura_A";"108";"1596";"";"6";"es, ingrata señora, el pecho mío;";"10100101010";"11";"1";"cuarteto";"OBVIL_auto"
"segura_A";"108";"1596";"";"7";"los suspiros lo digan, que os envío,";"00100100010";"11";"1";"cuarteto";"OBVIL_auto"
"segura_A";"108";"1596";"";"8";"si la selva lo calla, que lo siente.";"00100100010";"11";"0";"cuarteto";"OBVIL_auto"
"segura_A";"108";"1596";"";"9";"Cenefas de este Erídano segundo";"01010100010";"11";"2";"terceto";"OBVIL_auto"
"segura_A";"108";"1596";"";"10";"cenizas son, igual mi llanto tierno";"01010101010";"11";"0";"terceto";"OBVIL_auto"
"segura_A";"108";"1596";"";"11";"a la de Faetón loca experiencia;";"00000110010";"11";"1";"terceto";"OBVIL_auto"
"segura_A";"108";"1596";"";"12";"arde el río, arde el mar, humea el mundo:";"10110101010";"11";"4";"terceto";"OBVIL_auto"
"segura_A";"108";"1596";"";"13";"si del carro del sol no es mal gobierno,";"00100111010";"11";"1";"terceto";"OBVIL_auto"
"segura_A";"108";"1596";"";"14";"lágrimas y suspiros son de ausencia.";"10000101010";"11";"1";"terceto";"OBVIL_auto"
"segura_A";"113";"1598";"Sea bien matizada la librea,";"1";"Sea bien matizada la librea,";"10000100010";"11";"0";"cuarteto";"OBVIL_auto"
"segura_A";"113";"1598";"";"2";"las plumas, de un color, negro el bonete,";"01000110010";"11";"2";"cuarteto";"OBVIL_auto"
"segura_A";"113";"1598";"";"3";"la manga, blanca, no muy de roquete,";"01010010010";"11";"0";"cuarteto";"OBVIL_auto"
"segura_A";"113";"1598";"";"4";"y atada al brazo prenda de Niquea;";"01010100010";"11";"2";"cuarteto";"OBVIL_auto"
"segura_A";"113";"1598";"";"5";"cifra que hable, mote que se lea,";"1010100010";"10";"1";"cuarteto";"OBVIL_auto"
"segura_A";"113";"1598";"";"6";"bien guarnecida espada de jinete,";"00010100010";"11";"1";"cuarteto";"OBVIL_auto"
"segura_A";"113";"1598";"";"7";"borceguí nuevo, plata y tafilete,";"00110100010";"11";"1";"cuarteto";"OBVIL_auto"
"segura_A";"113";"1598";"";"8";"jaez propio, bozal no de Guinea;";"01100100010";"11";"0";"cuarteto";"OBVIL_auto"
"segura_A";"113";"1598";"";"9";"caballo Valenzuela bien tratado,";"01000100010";"11";"0";"terceto";"OBVIL_auto"
"segura_A";"113";"1598";"";"10";"lanza que junte el cuento con el hierro,";"10010100010";"11";"1";"terceto";"OBVIL_auto"
"segura_A";"113";"1598";"";"11";"y sin veleta. El Amadís, que espera";"00010001010";"11";"2";"terceto";"OBVIL_auto"
"segura_A";"113";"1598";"";"12";"entrar cuidosamente descuidado,";"01000100010";"11";"0";"terceto";"OBVIL_auto"
"segura_A";"113";"1598";"";"13";"firme en la silla, atento en la carrera,";"10010100010";"11";"3";"terceto";"OBVIL_auto"
"segura_A";"113";"1598";"";"14";"y quiera Dios no se atraviese un perro.";"01010001010";"11";"2";"terceto";"OBVIL_auto"
"segura_A";"117";"1600";"Las tablas del bajel despedazadas";"1";"Las tablas del bajel despedazadas";"01000100010";"11";"0";"cuarteto";"OBVIL_auto"
"segura_A";"117";"1600";"";"2";"(signum naufragii pium et crudele),";"0101011010";"10";"0";"cuarteto";"OBVIL_auto"
"segura_A";"117";"1600";"";"3";"del tempio sacro con le rote vele,";"01010001010";"11";"0";"cuarteto";"OBVIL_auto"
"segura_A";"117";"1600";"";"4";"ficaraon nas paredes penduradas.";"001010100010";"12";"0";"cuarteto";"OBVIL_auto"
"segura_A";"117";"1600";"";"5";"Del tiempo las injurias perdonadas,";"01000100010";"11";"0";"cuarteto";"OBVIL_auto"
"segura_A";"117";"1600";"";"6";"et Orionis vi nimbosae stellae";"101010010010";"12";"0";"cuarteto";"OBVIL_auto"
"segura_A";"117";"1600";"";"7";"raccoglio le smarrite pecorelle";"01000100010";"11";"0";"cuarteto";"OBVIL_auto"
"segura_A";"117";"1600";"";"8";"nas ribeiras do Betis espalhadas.";"10101100010";"11";"0";"cuarteto";"OBVIL_auto"
"segura_A";"117";"1600";"";"9";"Volveré a ser pastor, pues marinero";"00110100010";"11";"1";"terceto";"OBVIL_auto"
"segura_A";"117";"1600";"";"10";"quel Dio non vuol, che col suo strale sprona";"11111111010";"11";"0";"terceto";"OBVIL_auto"
"segura_A";"117";"1600";"";"11";"do Austro os assopros e do Oceam as agoas,";"1001001011010";"13";"3";"terceto";"OBVIL_auto"
"segura_A";"117";"1600";"";"12";"haciendo al triste son, aunque grosero,";"01010110010";"11";"1";"terceto";"OBVIL_auto"
"segura_A";"117";"1600";"";"13";"di questa canna, già selvaggia donna,";"11010101010";"11";"0";"terceto";"OBVIL_auto"
"segura_A";"117";"1600";"";"14";"saudade a as feras, e aos penedos, magoas.";"0111010010010";"13";"3";"terceto";"OBVIL_auto"
"segura_A";"118";"1600";"Yacen aquí los huesos sepultados";"1";"Yacen aquí los huesos sepultados";"10010100010";"11";"0";"cuarteto";"OBVIL_auto"
"segura_A";"118";"1600";"";"2";"de una amistad que al mundo será una,";"1001010010";"10";"4";"cuarteto";"OBVIL_auto"
"segura_A";"118";"1600";"";"3";"o ya para experiencia de fortuna,";"00100100010";"11";"1";"cuarteto";"OBVIL_auto"
"segura_A";"118";"1600";"";"4";"o ya para escarmiento de cuidados.";"00100100010";"11";"1";"cuarteto";"OBVIL_auto"
"segura_A";"118";"1600";"";"5";"Nació entre pensamientos, aunque honrados,";"01000101010";"11";"2";"cuarteto";"OBVIL_auto"
"segura_A";"118";"1600";"";"6";"grave al amor, a muchos importuna,";"10010100010";"11";"1";"cuarteto";"OBVIL_auto"
"segura_A";"118";"1600";"";"7";"tanto, que la mataron en la cuna";"10000100010";"11";"0";"cuarteto";"OBVIL_auto"
"segura_A";"118";"1600";"";"8";"ojos de invidia y de ponzoña armados.";"10010001010";"11";"3";"cuarteto";"OBVIL_auto"
"segura_A";"118";"1600";"";"9";"Breve urna los sella, como huesos,";"110010110";"9";"2";"terceto";"OBVIL_auto"
"segura_A";"118";"1600";"";"10";"al fin, de malograda criatura,";"0100010010";"10";"0";"terceto";"OBVIL_auto"
"segura_A";"118";"1600";"";"11";"pero versos los honran, inmortales,";"10100100010";"11";"0";"terceto";"OBVIL_auto"
"segura_A";"118";"1600";"";"12";"que vivirán en el sepulcro impresos,";"00010001010";"11";"1";"terceto";"OBVIL_auto"
"segura_A";"118";"1600";"";"13";"siendo la piedra Felixmena dura,";"10010001010";"11";"0";"terceto";"OBVIL_auto"
"segura_A";"118";"1600";"";"14";"Daliso el escultor, cincel sus males.";"01000101010";"11";"1";"terceto";"OBVIL_auto"
"segura_A";"136";"1603";"Clavar victorïoso y fatigado";"1";"Clavar victorïoso y fatigado";"0101100010";"10";"1";"cuarteto";"OBVIL_auto"
"segura_A";"136";"1603";"";"2";"al español Adonis vio la Aurora,";"00010101010";"11";"1";"cuarteto";"OBVIL_auto"
"segura_A";"136";"1603";"";"3";"al tronco de una encina vividora,";"01010100010";"11";"2";"cuarteto";"OBVIL_auto"
"segura_A";"136";"1603";"";"4";"las prodigiosas armas de un venado.";"00010100010";"11";"1";"cuarteto";"OBVIL_auto"
"segura_A";"136";"1603";"";"5";"Conducida, llegó a pisar el prado,";"00100101010";"11";"1";"cuarteto";"OBVIL_auto"
"segura_A";"136";"1603";"";"6";"del blanco cisne que en las aguas mora,";"01010001010";"11";"1";"cuarteto";"OBVIL_auto"
"segura_A";"136";"1603";"";"7";"su Venus alemana, y fue a tal hora,";"01000101110";"11";"2";"cuarteto";"OBVIL_auto"
"segura_A";"136";"1603";"";"8";"que en sus brazos depuso su cuidado.";"00100100010";"11";"1";"cuarteto";"OBVIL_auto"
"segura_A";"136";"1603";"";"9";"«Este trofeo —dijo— a tu infinita";"10010100010";"11";"2";"terceto";"OBVIL_auto"
"segura_A";"136";"1603";"";"10";"beldad consagro»; y la lisonja creo";"01010001010";"11";"1";"terceto";"OBVIL_auto"
"segura_A";"136";"1603";"";"11";"que en ambos labios se la dejó escrita.";"01010000110";"11";"2";"terceto";"OBVIL_auto"
"segura_A";"136";"1603";"";"12";"Silbó el aire, y la voz de algún deseo";"01100101010";"11";"3";"terceto";"OBVIL_auto"
"segura_A";"136";"1603";"";"13";"«Viva Filipo, viva Margarita";"10010100010";"11";"0";"terceto";"OBVIL_auto"
"segura_A";"136";"1603";"";"14";"—dijo— los años de tan gran trofeo».";"10010001010";"11";"0";"terceto";"OBVIL_auto"
"segura_A";"141";"1603";"¡Oh qué malquisto con Esgueva quedo,";"1";"¡Oh qué malquisto con Esgueva quedo,";"11010001010";"11";"0";"cuarteto";"OBVIL_auto"
"segura_A";"141";"1603";"";"2";"con su agua turbia y con su verde puente!";"01010001010";"11";"2";"cuarteto";"OBVIL_auto"
"segura_A";"141";"1603";"";"3";"Miedo le tengo: hallará la gente";"1001001010";"10";"1";"cuarteto";"OBVIL_auto"
"segura_A";"141";"1603";"";"4";"en mis calzas los títulos del miedo.";"00100100010";"11";"0";"cuarteto";"OBVIL_auto"
"segura_A";"141";"1603";"";"5";"¿Quiere ser río? Yo se lo concedo;";"10110100010";"11";"0";"cuarteto";"OBVIL_auto"
"segura_A";"141";"1603";"";"6";"corra (que necesaria es su corriente)";"10000110010";"11";"1";"cuarteto";"OBVIL_auto"
"segura_A";"141";"1603";"";"7";"con orden y rüido, el que consiente";"0100100010";"10";"1";"cuarteto";"OBVIL_auto"
"segura_A";"141";"1603";"";"8";"Antonio en su reglilla de ordo pedo.";"01000101010";"11";"2";"cuarteto";"OBVIL_auto"
"segura_A";"141";"1603";"";"9";"Camine ya con estos pliegos míos";"01000101010";"11";"0";"terceto";"OBVIL_auto"
"segura_A";"141";"1603";"";"10";"peón particular, quitado el parte,";"01000101010";"11";"1";"terceto";"OBVIL_auto"
"segura_A";"141";"1603";"";"11";"y ejecute en mis versos sus enojos,";"00100100010";"11";"2";"terceto";"OBVIL_auto"
"segura_A";"141";"1603";"";"12";"que le confesaré de cualquier arte,";"00000100110";"11";"0";"terceto";"OBVIL_auto"
"segura_A";"141";"1603";"";"13";"que, como el más notable de los ríos,";"01010100010";"11";"1";"terceto";"OBVIL_auto"
"segura_A";"141";"1603";"";"14";"tiene llenos los márgenes de ojos.";"1010010010";"10";"1";"terceto";"OBVIL_auto"
"segura_A";"142";"1603";"¿Vos sois Valladolid? ¿Vos sois el valle";"1";"¿Vos sois Valladolid? ¿Vos sois el valle";"11000111010";"11";"0";"cuarteto";"OBVIL_auto"
"segura_A";"142";"1603";"";"2";"de olor? ¡Oh fragrantísima ironía!";"01100100010";"11";"2";"cuarteto";"OBVIL_auto"
"segura_A";"142";"1603";"";"3";"A rosa oléis, y sois de Alejandría,";"01010100010";"11";"2";"cuarteto";"OBVIL_auto"
"segura_A";"142";"1603";"";"4";"que pide al cuerpo más que puede dalle.";"01010101010";"11";"1";"cuarteto";"OBVIL_auto"
"segura_A";"142";"1603";"";"5";"Serenísimas damas de buen talle,";"00100100110";"11";"0";"cuarteto";"OBVIL_auto"
"segura_A";"142";"1603";"";"6";"no os andéis cocheando todo el día,";"00100101010";"11";"2";"cuarteto";"OBVIL_auto"
"segura_A";"142";"1603";"";"7";"que en dos mulas mejores que la mía";"01100100010";"11";"1";"cuarteto";"OBVIL_auto"
"segura_A";"142";"1603";"";"8";"se pasea el estiércol por la calle.";"00100100010";"11";"1";"cuarteto";"OBVIL_auto"
"segura_A";"142";"1603";"";"9";"Los que en esquinas vuestros corazones";"00010100010";"11";"1";"terceto";"OBVIL_auto"
"segura_A";"142";"1603";"";"10";"asáis por quien, alguna noche clara,";"01010101010";"11";"0";"terceto";"OBVIL_auto"
"segura_A";"142";"1603";"";"11";"os vertió el pebre y os mechó sin clavos,";"00110001010";"11";"2";"terceto";"OBVIL_auto"
"segura_A";"142";"1603";"";"12";"¿pasáis por tal que sirvan los balcones,";"01010100010";"11";"0";"terceto";"OBVIL_auto"
"segura_A";"142";"1603";"";"13";"los días, a los ojos de la cara,";"01000100010";"11";"0";"terceto";"OBVIL_auto"
"segura_A";"142";"1603";"";"14";"las noches, a los ojos de los rabos?";"01000100010";"11";"0";"terceto";"OBVIL_auto"
"segura_A";"161";"1605";"Vencidas de los montes Marïanos";"1";"Vencidas de los montes Marïanos";"0100010110";"10";"0";"cuarteto";"OBVIL_auto"
"segura_A";"161";"1605";"";"2";"las altas cumbres, con rigor armadas";"01010001010";"11";"0";"cuarteto";"OBVIL_auto"
"segura_A";"161";"1605";"";"3";"de calvos riscos, de hayas levantadas,";"01010100010";"11";"1";"cuarteto";"OBVIL_auto"
"segura_A";"161";"1605";"";"4";"cunas inaccesibles de milanos,";"10000100010";"11";"0";"cuarteto";"OBVIL_auto"
"segura_A";"161";"1605";"";"5";"y el río que a piratas africanos";"01000100010";"11";"2";"cuarteto";"OBVIL_auto"
"segura_A";"161";"1605";"";"6";"espadañas opone en vez de espadas";"00100101010";"11";"2";"cuarteto";"OBVIL_auto"
"segura_A";"161";"1605";"";"7";"(testigos son las torres coronadas";"01010100010";"11";"0";"cuarteto";"OBVIL_auto"
"segura_A";"161";"1605";"";"8";"de Lepe, cuando no lo sean los llanos),";"010100010010";"12";"0";"cuarteto";"OBVIL_auto"
"segura_A";"161";"1605";"";"9";"pisado el yugo al Tajo y sus espumas,";"01010100010";"11";"3";"terceto";"OBVIL_auto"
"segura_A";"161";"1605";"";"10";"que salpicando os dorarán la espuela,";"00010001010";"11";"2";"terceto";"OBVIL_auto"
"segura_A";"161";"1605";"";"11";"el nido venerad humildemente";"01000100010";"11";"0";"terceto";"OBVIL_auto"
"segura_A";"161";"1605";"";"12";"del Fénix hoy que reinos son sus plumas.";"01010101010";"11";"0";"terceto";"OBVIL_auto"
"segura_A";"161";"1605";"";"13";"¿Qué mucho, si el oriente es, cuando vuela,";"11000111010";"11";"2";"terceto";"OBVIL_auto"
"segura_A";"161";"1605";"";"14";"una ala suya, y otra el occidente?";"11010100010";"11";"3";"terceto";"OBVIL_auto"
"segura_A";"163";"1605";"Velero bosque, de árboles poblado";"1";"Velero bosque, de árboles poblado";"01010100010";"11";"1";"cuarteto";"OBVIL_auto"
"segura_A";"163";"1605";"";"2";"que visten hojas de inquïeto lino;";"0101011010";"10";"2";"cuarteto";"OBVIL_auto"
"segura_A";"163";"1605";"";"3";"puente instable y prolija, que vecino";"10100100010";"11";"2";"cuarteto";"OBVIL_auto"
"segura_A";"163";"1605";"";"4";"el occidente haces, apartado:";"0001100010";"10";"1";"cuarteto";"OBVIL_auto"
"segura_A";"163";"1605";"";"5";"mañana ilustrará tu seno alado";"01000101010";"11";"2";"cuarteto";"OBVIL_auto"
"segura_A";"163";"1605";"";"6";"soberana beldad, valor divino,";"00100101010";"11";"0";"cuarteto";"OBVIL_auto"
"segura_A";"163";"1605";"";"7";"no ya el de la manzana de oro fino";"00000101010";"11";"2";"cuarteto";"OBVIL_auto"
"segura_A";"163";"1605";"";"8";"griego premio, hermoso, mas robado:";"1010100010";"10";"1";"cuarteto";"OBVIL_auto"
"segura_A";"163";"1605";"";"9";"consorte es, generosa, del prudente";"01100100010";"11";"1";"terceto";"OBVIL_auto"
"segura_A";"163";"1605";"";"10";"moderador del freno mexicano.";"00010100010";"11";"0";"terceto";"OBVIL_auto"
"segura_A";"163";"1605";"";"11";"Lisonjeen el mar vientos segundos,";"00100110010";"11";"0";"terceto";"OBVIL_auto"
"segura_A";"163";"1605";"";"12";"que en su tiempo (cerrado el templo a Jano,";"00100101010";"11";"3";"terceto";"OBVIL_auto"
"segura_A";"163";"1605";"";"13";"coronada la paz) verá la gente";"00100101010";"11";"0";"terceto";"OBVIL_auto"
"segura_A";"163";"1605";"";"14";"multiplicarse imperios, nacer mundos.";"00010100110";"11";"1";"terceto";"OBVIL_auto"
"segura_A";"164";"1605";"Volvió al mar Alcïón, volvió a las redes";"1";"Volvió al mar Alcïón, volvió a las redes";"0111101010";"10";"2";"cuarteto";"OBVIL_auto"
"segura_A";"164";"1605";"";"2";"de cáñamo, excusando las de hierro;";"01000100010";"11";"1";"cuarteto";"OBVIL_auto"
"segura_A";"164";"1605";"";"3";"con su barquilla redimió el destierro,";"00010001010";"11";"1";"cuarteto";"OBVIL_auto"
"segura_A";"164";"1605";"";"4";"que era desvío y parecía mercedes.";"100100010010";"12";"2";"cuarteto";"OBVIL_auto"
"segura_A";"164";"1605";"";"5";"Redujo el pie engañado a las paredes";"01010100010";"11";"3";"cuarteto";"OBVIL_auto"
"segura_A";"164";"1605";"";"6";"de su alquería, y al fragoso cerro";"00010001010";"11";"2";"cuarteto";"OBVIL_auto"
"segura_A";"164";"1605";"";"7";"que ya con el venablo y con el perro";"00000100010";"11";"1";"cuarteto";"OBVIL_auto"
"segura_A";"164";"1605";"";"8";"pisa Lesbín, segundo Ganimedes:";"10010100010";"11";"0";"cuarteto";"OBVIL_auto"
"segura_A";"164";"1605";"";"9";"gallardo hijo suyo, que, los remos";"01010100010";"11";"0";"terceto";"OBVIL_auto"
"segura_A";"164";"1605";"";"10";"menospreciando, con su bella hermana,";"00010001010";"11";"1";"terceto";"OBVIL_auto"
"segura_A";"164";"1605";"";"11";"la montería siguen importuna,";"00010100010";"11";"0";"terceto";"OBVIL_auto"
"segura_A";"164";"1605";"";"12";"donde la ninfa es Febo y es Dïana,";"10011101110";"11";"2";"terceto";"OBVIL_auto"
"segura_A";"164";"1605";"";"13";"que en sus ojos del sol los rayos vemos,";"00100101010";"11";"1";"terceto";"OBVIL_auto"
"segura_A";"164";"1605";"";"14";"y en su arco los cuernos de la luna.";"0100100010";"10";"2";"terceto";"OBVIL_auto"
"segura_A";"168";"1607";"Oh tú, cualquiera que entras, peregrino,";"1";"Oh tú, cualquiera que entras, peregrino,";"11010100010";"11";"1";"cuarteto";"OBVIL_auto"
"segura_A";"168";"1607";"";"2";"si mudo admiras, admirado para";"01010001010";"11";"1";"cuarteto";"OBVIL_auto"
"segura_A";"168";"1607";"";"3";"en esta bien por sus cristales clara,";"01000001010";"11";"0";"cuarteto";"OBVIL_auto"
"segura_A";"168";"1607";"";"4";"y clara más por su pincel divino,";"01010001010";"11";"0";"cuarteto";"OBVIL_auto"
"segura_A";"168";"1607";"";"5";"Tebaida celestial, sacro Aventino,";"01000110010";"11";"1";"cuarteto";"OBVIL_auto"
"segura_A";"168";"1607";"";"6";"donde hoy te ofrece con grandeza rara,";"11010001010";"11";"2";"cuarteto";"OBVIL_auto"
"segura_A";"168";"1607";"";"7";"el cardenal heroico de Guevara,";"00010100010";"11";"0";"cuarteto";"OBVIL_auto"
"segura_A";"168";"1607";"";"8";"freno al deseo, término al camino.";"10010100010";"11";"2";"cuarteto";"OBVIL_auto"
"segura_A";"168";"1607";"";"9";"Del yermo ves aquí los ciudadanos,";"01010100010";"11";"0";"terceto";"OBVIL_auto"
"segura_A";"168";"1607";"";"10";"del galeón de Pedro los pilotos,";"00010100010";"11";"0";"terceto";"OBVIL_auto"
"segura_A";"168";"1607";"";"11";"el arca allí, donde hasta el día postrero";"010111010010";"12";"3";"terceto";"OBVIL_auto"
"segura_A";"168";"1607";"";"12";"sus vestidos conservan, aunque rotos,";"00100101010";"11";"0";"terceto";"OBVIL_auto"
"segura_A";"168";"1607";"";"13";"algunos celestiales cortesanos:";"01000100010";"11";"0";"terceto";"OBVIL_auto"
"segura_A";"168";"1607";"";"14";"guarnécelos de flores, forastero.";"01000100010";"11";"0";"terceto";"OBVIL_auto"
"segura_A";"169";"1607";"Alta esperanza, gloria del estado,";"1";"Alta esperanza, gloria del estado,";"10010100010";"11";"1";"cuarteto";"OBVIL_auto"
"segura_A";"169";"1607";"";"2";"no solo de Ayamonte mas de España,";"01000100010";"11";"2";"cuarteto";"OBVIL_auto"
"segura_A";"169";"1607";"";"3";"si quien me da su lira no me engaña,";"01010100010";"11";"1";"cuarteto";"OBVIL_auto"
"segura_A";"169";"1607";"";"4";"a más os tiene el cielo destinado.";"01010100010";"11";"1";"cuarteto";"OBVIL_auto"
"segura_A";"169";"1607";"";"5";"De vuestra fama oirá el clarín dorado,";"01010101010";"11";"2";"cuarteto";"OBVIL_auto"
"segura_A";"169";"1607";"";"6";"émulo ya del sol, cuanto el mar baña,";"10000110110";"11";"1";"cuarteto";"OBVIL_auto"
"segura_A";"169";"1607";"";"7";"que trompas hasta aquí han sido, de caña,";"01010110010";"11";"2";"cuarteto";"OBVIL_auto"
"segura_A";"169";"1607";"";"8";"las que memorias han solicitado.";"00010100010";"11";"0";"cuarteto";"OBVIL_auto"
"segura_A";"169";"1607";"";"9";"Alma al tiempo dará, vida a la historia";"10100110010";"11";"3";"terceto";"OBVIL_auto"
"segura_A";"169";"1607";"";"10";"vuestro nombre inmortal, ¡oh digno esposo";"10100111010";"11";"2";"terceto";"OBVIL_auto"
"segura_A";"169";"1607";"";"11";"de beldad soberana y peregrina!";"00100100010";"11";"1";"terceto";"OBVIL_auto"
"segura_A";"169";"1607";"";"12";"Corónense estos muros ya de gloria,";"01010100010";"11";"1";"terceto";"OBVIL_auto"
"segura_A";"169";"1607";"";"13";"que serán cuna y nido generoso";"00110100010";"11";"1";"terceto";"OBVIL_auto"
"segura_A";"169";"1607";"";"14";"de sucesión real, si no divina.";"00010100010";"11";"0";"terceto";"OBVIL_auto"
"segura_A";"170";"1607";"Cisnes de Guadïana, a sus riberas";"1";"Cisnes de Guadïana, a sus riberas";"1001100010";"10";"1";"cuarteto";"OBVIL_auto"
"segura_A";"170";"1607";"";"2";"llegué, y a vuestra dulce compañía,";"01010100010";"11";"1";"cuarteto";"OBVIL_auto"
"segura_A";"170";"1607";"";"3";"cuya süave métrica armonía";"1010100010";"10";"1";"cuarteto";"OBVIL_auto"
"segura_A";"170";"1607";"";"4";"desata montes y reduce fieras,";"01010001010";"11";"0";"cuarteto";"OBVIL_auto"
"segura_A";"170";"1607";"";"5";"no a escuchar vuestras voces lisonjeras,";"00110100010";"11";"2";"cuarteto";"OBVIL_auto"
"segura_A";"170";"1607";"";"6";"sino al segundo ilustrador del día";"10010001010";"11";"2";"cuarteto";"OBVIL_auto"
"segura_A";"170";"1607";"";"7";"consagralle la humilde musa mía,";"00100101010";"11";"1";"cuarteto";"OBVIL_auto"
"segura_A";"170";"1607";"";"8";"que cantó burlas y eterniza veras;";"00110001010";"11";"1";"cuarteto";"OBVIL_auto"
"segura_A";"170";"1607";"";"9";"al Apolo de España, al de Ayamonte";"00100100010";"11";"3";"terceto";"OBVIL_auto"
"segura_A";"170";"1607";"";"10";"culto honor. Si labraren vuestras plumas";"10100101010";"11";"1";"terceto";"OBVIL_auto"
"segura_A";"170";"1607";"";"11";"digna corona a su gloriosa frente,";"10010001010";"11";"1";"terceto";"OBVIL_auto"
"segura_A";"170";"1607";"";"12";"flores a vuestro estilo dará el monte,";"10010100110";"11";"2";"terceto";"OBVIL_auto"
"segura_A";"170";"1607";"";"13";"candor a vuestros versos las espumas";"01010100010";"11";"0";"terceto";"OBVIL_auto"
"segura_A";"170";"1607";"";"14";"de Helicona darán, y de su fuente.";"00100100010";"11";"1";"terceto";"OBVIL_auto"
"segura_A";"171";"1607";"Deja el monte, garzón bello, no fíes";"1";"Deja el monte, garzón bello, no fíes";"10100110010";"11";"1";"cuarteto";"OBVIL_auto"
"segura_A";"171";"1607";"";"2";"tus años de él, y nuestras esperanzas,";"01010100010";"11";"1";"cuarteto";"OBVIL_auto"
"segura_A";"171";"1607";"";"3";"que murallas de red, bosques de lanzas";"00100110010";"11";"0";"cuarteto";"OBVIL_auto"
"segura_A";"171";"1607";"";"4";"menosprecian los fieros jabalíes.";"00100100010";"11";"0";"cuarteto";"OBVIL_auto"
"segura_A";"171";"1607";"";"5";"En sangre a Adonis, si no fue en rubíes,";"01010001010";"11";"3";"cuarteto";"OBVIL_auto"
